Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Nepal,NPL,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,8.120053388,..,..,..,..,..,..,..,..,..,8.965504757,..,..,..,..,12.62409836,..,..,..,8.721845396,..
Nepal,NPL,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.518,8.225,7.963,7.733,7.534,7.363,7.218,7.095,6.989,6.897,6.815,6.74,6.672,6.611,6.555,6.502,6.451,6.404,6.361,..,..
Nepal,NPL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,0.2,0.15,..,..,..,5,..,..,..,..,..,0.3,..,..,..,..,..,..,..,..
Nepal,NPL,GDP per capita (current US$),NY.GDP.PCAP.CD,229.4902871,246.725629,244.7208237,252.4024323,286.1575938,315.80563,346.9452514,391.3801314,470.4555473,478.1731816,592.4010975,699.4293377,698.4664794,715.923743,743.4133813,792.5528906,777.1475955,911.4442665,1038.651647,1071.050761,..
Netherlands,NLD,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Netherlands,NLD,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Netherlands,NLD,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,5.1,5,4.9,4.8,4.6,4.4,4.3,4.1,4,3.8,3.7,3.6,3.6,3.5,3.5,3.4,3.4,3.4,3.4,3.5,..
Netherlands,NLD,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,3.688805672,..,..,..,..,..,..,..,..,..,4.193369803,..,..,..,..,4.913169168,..,..,..,5.764990551,..
Netherlands,NLD,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.8,8.7,8.8,8.7,8.4,8.4,8.3,8.1,8.2,8.1,8.2,8.1,8.4,8.4,8.3,8.7,8.7,8.8,8.9,..,..
Netherlands,NLD,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,4.92,4.75,4.69,4.58,4.56,4.5,4.34,4.31,4.27,4.2,4.05,3.84,3.75,3.61,..,3.49,3.41,3.28,3.17,..,..
Netherlands,NLD,GDP per capita (current US$),NY.GDP.PCAP.CD,26149.41108,26873.27593,29204.03983,35672.2066,40362.39478,41979.05585,44863.35063,51733.44213,57644.47997,52514.02712,50950.03434,54159.34661,50073.00566,52184.06185,52830.17423,45175.23189,46007.85292,48675.22234,53044.53244,52331.31673,..
New Caledonia,NCL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,97.80000305,..,..,..,..,..,..
New Caledonia,NCL,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.19999695,..,..,..,..,..,..
New Caledonia,NCL,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.1,5.2,5.1,5,4.9,4.9,4.7,5,4.8,5.1,4.8,5.2,5.1,5.2,5.2,5.4,5.7,5.5,5.5,..,..
New Caledonia,NCL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,GDP per capita (current US$),NY.GDP.PCAP.CD,12579.59511,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Zealand,NZL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Zealand,NZL,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Zealand,NZL,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,6.1,5.9,5.8,5.7,5.6,5.5,5.4,5.3,5.2,5.2,5.1,5,4.9,4.8,4.7,4.5,4.4,4.2,4.1,3.9,..
New Zealand,NZL,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,5.975590994,..,..,..,..,..,..,..,..,..,6.538441946,..,..,..,..,5.757402163,..,..,..,6.043371553,..
New Zealand,NZL,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.91,7.16,7.1,6.95,6.95,6.54,6.75,6.75,6.85,6.73,6.53,6.86,6.82,6.65,6.88,6.87,6.64,6.95,6.86,..,..
New Zealand,NZL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,6.2,..,..,..,..,..,..,2.41,2.75,2.82,2.83,2.78,2.76,2.72,2.74,2.73,2.62,2.57,..
New Zealand,NZL,GDP per capita (current US$),NY.GDP.PCAP.CD,13641.10272,13882.85683,16874.18749,21913.70817,25420.23488,27751.06547,26671.32942,32511.12666,31290.25372,28205.73284,33700.12604,38437.54316,39982.7543,42962.98821,44553.28221,38615.99518,40105.61339,42849.42632,42949.93058,42084.35337,..
Nicaragua,NIC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,76.67713165,..,..,..,78.00298309,..,..,..,..,..,..,..,..,..,82.61454773,..,..,..,..,..
Nicaragua,NIC,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,86.22251892,..,..,..,87.00924683,..,..,..,..,..,..,..,..,..,91.57177734,..,..,..,..,..
Nicaragua,NIC,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,31.3,29.8,28.5,27.2,26,24.9,23.9,22.9,22,21.1,20.2,19.5,18.7,18,17.3,16.6,16,15.4,14.9,14.3,..
Nicaragua,NIC,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,11.37324461,..,..,..,..,..,..,..,..,..,10.86727369,..,..,..,..,8.915550125,..,..,..,8.909562172,..
Nicaragua,NIC,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.335,5.254,5.19,5.146,5.118,5.102,5.094,5.089,5.083,5.075,5.063,5.05,5.038,5.031,5.029,5.032,5.039,5.049,5.061,..,..
Nicaragua,NIC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,0.899999976,0.9,0.9,1,0.9,0.9,..,0.8,1.14,0.96,0.95,0.93,0.93,0.93,0.93,..,..,..
Nicaragua,NIC,GDP per capita (current US$),NY.GDP.PCAP.CD,1007.501429,1034.551588,1000.935948,1005.732473,1080.268112,1162.290113,1226.632652,1327.959699,1499.258678,1444.381084,1503.870423,1655.801824,1760.468584,1811.632521,1934.063237,2049.84969,2107.572722,2159.157868,2020.55193,1912.903745,..
Niger,NER,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,14.37604046,..,..,..,28.6724205,..,..,..,..,..,..,30.56039047,..,..,..,..,..,35.04999924,..,..
Niger,NER,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,19.79118919,..,..,..,36.54677963,..,..,..,..,..,..,39.78773117,..,..,..,..,..,43.45999908,..,..
Niger,NER,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,97,93.7,90.1,86.3,82.4,78.5,74.8,71.3,68,64.9,62,59.4,57.1,55.2,53.5,51.9,50.5,49.1,47.9,46.7,..
Niger,NER,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,6.055109963,..,..,..,..,..,..,..,..,..,8.307017121,..,..,..,..,9.708361173,..,..,..,10.47224286,..
Niger,NER,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,17.234,16.666,16.091,15.503,14.904,14.296,13.683,13.073,12.477,11.901,11.353,10.838,10.359,9.916,9.511,9.145,8.82,8.529,8.268,..,..
Niger,NER,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,0.3,..,..,..,..,0.35,..,..,..,..,0.31,..,0.39,..,..,..
Niger,NER,GDP per capita (current US$),NY.GDP.PCAP.CD,197.3414059,208.3770422,228.2360022,268.3498718,286.4900222,321.7238265,336.2819027,390.2846131,478.5027158,464.0579404,476.8695322,512.5956046,529.744994,552.5700945,564.5974824,484.2386326,498.1041639,517.9750301,572.4271543,553.8950504,..
Nigeria,NGA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,54.7731781,..,..,70.198349,..,51.07765961,..,..,..,..,..,..,..,..,..,62.01601028,..,..
Nigeria,NGA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,68.99378204,..,..,78.69442749,..,66.38353729,..,..,..,..,..,..,..,..,..,75.02874756,..,..
Nigeria,NGA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,110,107,104,101,98.1,95.2,92.5,90.1,88,86.1,84.6,83.3,82.2,81.2,80.4,79.5,78.5,77.3,75.7,74.2,..
Nigeria,NGA,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,5.849346535,..,..,..,..,..,..,..,..,..,7.003156714,..,..,..,..,7.850963651,..,..,..,7.660399432,..
Nigeria,NGA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,17.895,17.675,17.397,17.063,16.682,16.267,15.836,15.409,15.002,14.622,14.27,13.942,13.623,13.307,12.994,12.686,12.39,12.114,11.86,..,..
Nigeria,NGA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.2,..,..,..,0.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nigeria,NGA,GDP per capita (current US$),NY.GDP.PCAP.CD,567.930736,590.381815,741.7475112,795.3862467,1007.874328,1268.383443,1656.424759,1883.461311,2242.871886,1891.33537,2280.437424,2487.598154,2723.822777,2961.550284,3098.9863,2687.480145,2176.002245,1968.564738,2027.777979,2229.858696,..
North Macedonia,MKD,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,96.12892914,..,..,..,..,..,..,..,..,..,..,..,97.80000305,..,..,..,..,..,..
North Macedonia,MKD,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,98.74269867,..,..,..,..,..,..,..,..,..,..,..,98.59999847,..,..,..,..,..,..
North Macedonia,MKD,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,14.1,13.4,12.9,12.7,12.5,12.2,11.8,11.1,10.3,9.5,8.9,8.8,9.2,10,11,11.4,10.5,8.7,6.8,5.3,..
North Macedonia,MKD,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,4.078562519,..,..,..,..,..,..,..,..,..,3.079413717,..,..,..,..,2.836701341,..,..,..,2.584518334,..
North Macedonia,MKD,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.302,8.373,8.47,8.595,8.743,8.905,9.067,9.215,9.339,9.437,9.511,9.566,9.616,9.669,9.73,9.801,9.88,9.965,10.051,..,..
North Macedonia,MKD,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,5.06,4.94,4.84,4.81,4.77,4.7,4.63,4.56,4.55,4.48,4.59,4.51,4.4,4.45,4.4,4.39,4.37,4.28,..,..,..
North Macedonia,MKD,GDP per capita (current US$),NY.GDP.PCAP.CD,1854.145956,1815.920091,1961.203736,2408.80011,2762.560358,3037.75311,3325.635809,4036.20277,4793.443669,4544.008835,4542.899717,5063.786986,4698.141294,5210.67583,5468.480869,4840.273123,5129.15896,5430.87421,6088.972445,6022.216179,..
Northern Mariana Islands,MNP,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Northern Mariana Islands,MNP,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Northern Mariana Islands,MNP,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Northern Mariana Islands,MNP,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Northern Mariana Islands,MNP,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Northern Mariana Islands,MNP,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Northern Mariana Islands,MNP,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,21978.77439,21381.60733,21136.84799,18764.812,17715.90136,16986.90668,17189.93135,14669.7913,14804.24673,13571.05828,13827.7697,14274.24065,15278.90787,16690.5701,22246.74308,28305.22259,23258.67586,..,..
Norway,NOR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Norway,NOR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Norway,NOR,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,3.9,3.8,3.7,3.6,3.4,3.3,3.2,3,2.9,2.8,2.6,2.5,2.4,2.3,2.3,2.2,2.1,2.1,2,2,..
Norway,NOR,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,5.490662111,..,..,..,..,..,..,..,..,..,5.448959328,..,..,..,..,5.391181373,..,..,..,5.598290451,..
Norway,NOR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.8,9.7,9.8,9.3,9,8.9,8.9,8.9,8.7,8.6,8.5,8.4,8.4,8.1,7.9,7.8,7.8,7.7,7.7,..,..
Norway,NOR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,3.8,3.82,4.99,4.99,5.25,5.16,5.03,4.86,4.64,4.52,4.3,4.19,3.97,3.86,3.84,3.76,3.68,3.6,3.53,..,..
Norway,NOR,GDP per capita (current US$),NY.GDP.PCAP.CD,38131.46061,38542.7151,43084.47247,50134.89077,57603.83602,66810.47852,74148.32008,85139.96045,96944.09561,79977.69708,87693.79007,100600.5624,101524.1419,102913.4508,97019.18275,74355.51586,70459.1825,75496.75406,81734.46557,75419.63487,..
Oman,OMN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,81.36331177,..,..,..,..,86.62113953,..,86.93900299,..,..,..,91.98120117,93.03861237,94.89998627,95.5759964,95.6515274,..,..
Oman,OMN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,97.28132629,..,..,..,..,97.62982178,..,97.74372864,..,..,..,99.0943222,99.1537323,98.70355988,98.66243744,98.61782837,..,..
Oman,OMN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,14.1,13.3,12.5,11.9,11.4,11,10.7,10.5,10.3,10.2,10.1,9.9,9.8,9.7,9.6,9.6,9.7,9.7,9.8,9.8,..
Oman,OMN,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,12.92819726,..,..,..,..,..,..,..,..,..,14.1461513,..,..,..,..,11.67531253,..,..,..,10.4455851,..
Oman,OMN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,3.518,3.413,3.319,3.233,3.153,3.079,3.011,2.95,2.894,2.843,2.794,2.745,2.695,2.643,2.592,2.542,2.498,2.462,2.436,..,..
Oman,OMN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,2.18,2.1,2.04,2.04,2.2,2.1,2.1,2.02,2.02,1.9,1.77,1.77,1.65,1.71,1.58,1.56,1.49,1.47,..,..,..
Oman,OMN,GDP per capita (current US$),NY.GDP.PCAP.CD,8601.271932,8475.957543,8626.972679,9066.304783,10126.16678,12377.09481,14420.48408,15838.49342,22139.68434,16823.79495,18712.5763,20876.78803,21872.62025,20865.79182,20035.17398,16028.61152,14618.73313,15130.52074,16521.18228,15343.062,..
Pakistan,PAK,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,49.87363815,54.15121078,52.13682938,55.526371,54.89263916,55.37519073,54.73802185,56.76433945,55.59498978,56.97714996,..,..,59.13204956,..,..,..
Pakistan,PAK,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,65.08657837,69.165802,66.28471375,71.11290741,70.67626953,71.25962067,70.76933289,72.5834198,71.63622284,72.79540253,..,..,74.52638245,..,..,..
Pakistan,PAK,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,84.4,82.4,80.7,79.2,77.8,76.5,75.3,74.1,72.8,71.5,70.1,68.6,67.1,65.4,63.8,62.1,60.5,58.8,57.2,55.7,..
Pakistan,PAK,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,6.133632039,..,..,..,..,..,..,..,..,..,7.767968876,..,..,..,..,7.341534547,..,..,..,6.996173585,..
Pakistan,PAK,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.862,8.693,8.539,8.397,8.269,8.149,8.034,7.92,7.804,7.686,7.568,7.454,7.349,7.257,7.176,7.107,7.048,6.994,6.942,..,..
Pakistan,PAK,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,0.67,0.66,0.69,0.68,0.68,0.7,1.25,1,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.63,0.63,..,..,..
Pakistan,PAK,GDP per capita (current US$),NY.GDP.PCAP.CD,576.1956006,544.4942738,534.3038828,599.3763227,687.8364171,748.9225846,836.8605211,908.0950906,990.8465996,957.9956808,987.409723,1164.976129,1198.109001,1208.90431,1251.164104,1356.667756,1368.454326,1464.993305,1482.305667,1284.702041,..
Palau,PLW,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,99.50312805,..,96.59374237,..,..,..,..,..
Palau,PLW,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,99.83837891,..,98.66443634,..,..,..,..,..
Palau,PLW,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,25.3,24.9,24.4,23.9,23.6,23.2,22.7,22.3,21.8,21.2,20.7,20,19.5,18.9,18.4,17.9,17.4,16.8,16.3,15.8,..
Palau,PLW,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Palau,PLW,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.5,7,6.7,6.7,6.9,6.7,7.2,7.5,8.4,8.5,8.1,8.3,9.4,10.9,9.5,7.7,9.9,10.3,7.8,..,..
Palau,PLW,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,..,5.9,5,..,4.9,4.8,..,..,..,..,..,..,..,..,..,..
Palau,PLW,GDP per capita (current US$),NY.GDP.PCAP.CD,7657.550379,8093.877025,8310.072822,7772.386289,8314.602104,9628.072393,9845.568066,10381.96576,10601.14949,10255.55373,10356.05681,11096.70893,12040.69161,12559.19573,13710.98377,15876.46193,16646.84908,16066.19497,15660.6746,14901.98353,..
Panama,PAN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,91.89962006,..,..,..,..,..,..,..,..,..,94.09411621,..,..,..,..,..,..,..,95.41181183,..,..
Panama,PAN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,96.07984924,..,..,..,..,..,..,..,..,..,97.63852692,..,..,..,..,..,..,..,99.09909058,..,..
Panama,PAN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,21.9,21.4,20.9,20.4,19.9,19.4,19,18.5,18,17.5,17,16.5,16,15.5,15,14.6,14.1,13.7,13.2,12.8,..
Panama,PAN,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,11.97681536,..,..,..,..,..,..,..,..,..,12.35997719,..,..,..,..,9.412066415,..,..,..,8.772740384,..
Panama,PAN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,4.783,4.787,4.795,4.806,4.821,4.838,4.856,4.874,4.892,4.909,4.925,4.94,4.954,4.969,4.985,5.003,5.024,5.048,5.076,..,..
Panama,PAN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,2.5,..,2.4,2.2,2.3,2.3,2.3,2.3,2.3,2.27,2.33,2.3,2.24,2.29,2.25,..,..,..,..
Panama,PAN,GDP per capita (current US$),NY.GDP.PCAP.CD,4060.324493,4046.419981,4126.241558,4267.303325,4592.152614,4916.914994,5348.895292,6166.180721,7154.274496,7576.140467,8082.028459,9358.251475,10722.28363,11889.12763,12796.07004,13630.30797,14343.96363,15150.34561,15592.57368,15731.01603,..
Papua New Guinea,PNG,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,57.34326172,..,..,..,..,..,..,..,..,..,61.59999847,..,..,..,..,..,..,..,..,..,..
Papua New Guinea,PNG,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,66.67899323,..,..,..,..,..,..,..,..,..,67.90000153,..,..,..,..,..,..,..,..,..,..
Papua New Guinea,PNG,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,53.3,52.5,51.7,50.9,50,49.2,48.3,47.4,46.4,45.5,44.5,43.6,42.7,41.7,40.8,39.9,38.8,37.8,36.9,35.9,..
Papua New Guinea,PNG,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,6.707109856,..,..,..,..,..,..,..,..,..,7.126849031,..,..,..,..,7.481312166,..,..,..,7.373440713,..
Papua New Guinea,PNG,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.546,9.459,9.36,9.247,9.119,8.981,8.84,8.703,8.576,8.458,8.348,8.24,8.128,8.008,7.882,7.755,7.632,7.521,7.427,..,..
Papua New Guinea,PNG,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Papua New Guinea,PNG,GDP per capita (current US$),NY.GDP.PCAP.CD,602.1869023,515.6846078,491.8343081,568.2464399,618.0368977,749.1863962,1256.978892,1401.94718,1672.950783,1626.312402,1949.352517,2406.909678,2790.67667,2729.891904,2920.783721,2679.345589,2509.631457,2695.251883,2801.373997,2829.170309,..
Paraguay,PRY,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,92.80960846,..,..,..,..,94.55821991,93.29208374,93.75424194,93.87091827,..,94.19747162,95.05903625,95.03481293,95.55484009,94.65023804,..,94.02079773,..,..
Paraguay,PRY,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,97.04389191,..,..,..,..,98.79445648,97.96424103,98.49729156,98.61045074,..,98.17791748,98.89913177,98.71379852,98.6536026,98.45059967,..,98.28151703,..,..
Paraguay,PRY,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,27.8,27.2,26.7,26.1,25.6,25,24.4,23.8,23.2,22.6,21.9,21.3,20.7,20.1,19.5,18.9,18.3,17.8,17.2,16.6,..
Paraguay,PRY,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,12.79159191,..,..,..,..,..,..,..,..,..,12.64450818,..,..,..,..,12.0612958,..,..,..,11.10759498,..
Paraguay,PRY,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.511,5.465,5.428,5.403,5.39,5.387,5.391,5.398,5.404,5.407,5.408,5.407,5.406,5.407,5.412,5.422,5.44,5.465,5.498,..,..
Paraguay,PRY,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,1.200000048,..,..,1.2,1.3,1.3,1.3,1.3,1.3,1.36,..,..,0.83,0.78,0.83,..,..,..,..
Paraguay,PRY,GDP per capita (current US$),NY.GDP.PCAP.CD,1663.605252,1565.053712,1300.851426,1365.416418,1679.497171,1843.633791,2271.090038,2976.825503,4041.583876,3624.571058,4355.934939,5322.96376,5183.082877,5926.832863,6102.943233,5406.703857,5319.410218,5680.580768,5805.675616,5414.799138,..
Peru,PER,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,87.66985321,87.90866852,88.69934082,89.59081268,..,..,..,..,93.84172821,..,93.70794678,94.16233826,94.17366791,94.14961243,94.40827179,..,..
Peru,PER,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,96.75563049,97.12375641,97.75713348,97.35621643,..,..,..,..,98.69815826,..,98.97753143,99.00953674,98.88349152,99.05747986,99.02375793,..,..
Peru,PER,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,29.5,27.4,25.5,23.7,22.2,20.8,19.5,18.3,17.3,16.3,15.5,14.7,14,13.3,12.7,12.2,11.6,11.1,10.7,10.3,..
Peru,PER,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,11.61873248,..,..,..,..,..,..,..,..,..,11.04733148,..,..,..,..,10.42928617,..,..,..,9.876336256,..
Peru,PER,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.485,5.427,5.383,5.353,5.332,5.319,5.311,5.305,5.302,5.3,5.299,5.299,5.302,5.309,5.324,5.348,5.386,5.438,5.503,..,..
Peru,PER,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,1.399999976,0.9,..,..,1.2,1.5,1.6,1.5,1.53,1.52,1.51,1.56,1.55,1.59,1.59,..,..,..
Peru,PER,GDP per capita (current US$),NY.GDP.PCAP.CD,1955.588006,1941.475632,2021.23974,2145.643183,2417.035501,2729.498682,3154.331237,3606.070435,4220.616969,4196.312793,5082.354757,5869.32308,6528.972218,6756.752769,6672.880255,6229.101696,6204.99726,6710.508029,6941.235848,6977.695784,..
Philippines,PHL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,92.60005951,..,..,92.59069061,..,..,..,..,95.42009735,..,..,..,..,96.39800262,..,98.18254852,..,..,..,..,..
Philippines,PHL,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,95.0897522,..,..,95.05721283,..,..,..,..,97.75080109,..,..,..,..,98.10835266,..,99.08260345,..,..,..,..,..
Philippines,PHL,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,28.7,28.2,27.8,27.3,26.9,26.5,26.1,25.7,25.4,25.1,24.8,24.5,24.3,24,23.7,23.5,23.1,22.7,22.2,21.6,..
Philippines,PHL,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,9.050803028,..,..,..,..,..,..,..,..,..,7.767820051,..,..,..,..,7.057177131,..,..,..,5.96919014,..
